name,weaknesses,resistances
snover,"Bug, Fighting, Fire, Flying, Poison, Rock, Steel","Electric, Grass, Ground, Water"
snubbull,"Poison, Steel","Bug, Dark, Dragon, Fighting"
sobble,"Electric, Grass","Fire, Ice, Steel, Water"
solgaleo,"Dark, Fire, Ghost, Ground","Dragon, Fairy, Flying, Grass, Ice, Normal, Poison, Psychic, Rock, Steel"
solosis,"Bug, Dark, Ghost","Fighting, Psychic"
solrock,"Bug, Dark, Ghost, Grass, Ground, Steel, Water","Fire, Flying, Normal, Poison, Psychic"
spearow,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
spectrier,"Dark, Ghost","Bug, Fighting, Normal, Poison"
spewpa,"Fire, Flying, Rock","Fighting, Grass, Ground"
spheal,"Electric, Fighting, Grass, Rock","Ice, Water"
spidops,"Fire, Flying, Rock","Fighting, Grass, Ground"
spinarak,"Fire, Flying, Psychic, Rock","Bug, Fairy, Fighting, Grass, Poison"
spinda,Fighting,Ghost
spiritomb,Fairy,"Fighting, Normal, Poison, Psychic"
spoink,"Bug, Dark, Ghost","Fighting, Psychic"
sprigatito,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
spritzee,"Poison, Steel","Bug, Dark, Dragon, Fighting"
squawkabilly,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
squirtle,"Electric, Grass","Fire, Ice, Steel, Water"
stakataka,"Fighting, Ground, Water","Bug, Dragon, Fairy, Flying, Ice, Normal, Poison, Psychic, Rock"
stantler,Fighting,Ghost
staraptor,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
staravia,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
starly,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
starmie,"Bug, Dark, Electric, Ghost, Grass","Fighting, Fire, Ice, Psychic, Steel, Water"
staryu,"Electric, Grass","Fire, Ice, Steel, Water"
steelix,"Fighting, Fire, Ground, Water","Bug, Dragon, Electric, Fairy, Flying, Normal, Poison, Psychic, Rock, Steel"
steenee,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
stonjourner,"Fighting, Grass, Ground, Steel, Water","Fire, Flying, Normal, Poison"
stoutland,Fighting,Ghost
stufful,"Fairy, Fighting, Flying, Psychic","Bug, Dark, Ghost, Rock"
stunfisk,"Grass, Ground, Ice, Water","Electric, Flying, Poison, Rock, Steel"
stunky,Ground,"Dark, Ghost, Grass, Poison, Psychic"
sudowoodo,"Fighting, Grass, Ground, Steel, Water","Fire, Flying, Normal, Poison"
suicune,"Electric, Grass","Fire, Ice, Steel, Water"
sunflora,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
sunkern,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
surskit,"Electric, Flying, Rock","Fighting, Ground, Ice, Steel, Water"
swablu,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
swadloon,"Bug, Fire, Flying, Ice, Poison, Rock","Electric, Fighting, Grass, Ground, Water"
swalot,"Ground, Psychic","Bug, Fairy, Fighting, Grass, Poison"
swampert,Grass,"Electric, Fire, Poison, Rock, Steel"
swanna,"Electric, Rock","Bug, Fighting, Fire, Ground, Steel, Water"
swellow,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
swinub,"Fighting, Fire, Grass, Steel, Water","Electric, Poison"
swirlix,"Poison, Steel","Bug, Dark, Dragon, Fighting"
swoobat,"Dark, Electric, Ghost, Ice, Rock","Fighting, Grass, Ground, Psychic"
sylveon,"Poison, Steel","Bug, Dark, Dragon, Fighting"
tadbulb,Ground,"Electric, Flying, Steel"
taillow,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
talonflame,"Electric, Rock, Water","Bug, Fairy, Fighting, Fire, Grass, Ground, Steel"
tandemaus,Fighting,Ghost
tangela,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
tangrowth,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
tapu-bulu,"Fire, Flying, Ice, Poison, Steel","Dark, Dragon, Electric, Fighting, Grass, Ground, Water"
tapu-fini,"Electric, Grass, Poison","Bug, Dark, Dragon, Fighting, Fire, Ice, Water"
tapu-koko,"Ground, Poison","Bug, Dark, Dragon, Electric, Fighting, Flying"
tapu-lele,"Ghost, Poison, Steel","Dragon, Fighting, Psychic"
tarountula,"Fire, Flying, Rock","Fighting, Grass, Ground"
tatsugiri,"Dragon, Fairy","Fire, Steel, Water"
tauros,Fighting,Ghost
teddiursa,Fighting,Ghost
tentacool,"Electric, Ground, Psychic","Bug, Fairy, Fighting, Fire, Ice, Poison, Steel, Water"
tentacruel,"Electric, Ground, Psychic","Bug, Fairy, Fighting, Fire, Ice, Poison, Steel, Water"
tepig,"Ground, Rock, Water","Bug, Fairy, Fire, Grass, Ice, Steel"
terrakion,"Fairy, Fighting, Grass, Ground, Psychic, Steel, Water","Bug, Dark, Fire, Normal, Poison, Rock"
thievul,"Bug, Fairy, Fighting","Dark, Ghost, Psychic"
throh,"Fairy, Flying, Psychic","Bug, Dark, Rock"
thundurus-incarnate-forme,"Ice, Rock","Bug, Fighting, Flying, Grass, Ground, Steel"
thundurus-therian-forme,"Ice, Rock","Bug, Fighting, Flying, Grass, Ground, Steel"
thwackey,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
timburr,"Fairy, Flying, Psychic","Bug, Dark, Rock"
ting-lu,"Bug, Fairy, Fighting, Grass, Ice, Water","Dark, Electric, Ghost, Poison, Psychic, Rock"
tinkatink,"Fire, Ground","Bug, Dark, Dragon, Fairy, Flying, Grass, Ice, Normal, Poison, Psychic, Rock"
tinkaton,"Fire, Ground","Bug, Dark, Dragon, Fairy, Flying, Grass, Ice, Normal, Poison, Psychic, Rock"
tinkatuff,"Fire, Ground","Bug, Dark, Dragon, Fairy, Flying, Grass, Ice, Normal, Poison, Psychic, Rock"
tirtouga,"Electric, Fighting, Grass, Ground","Fire, Flying, Ice, Normal, Poison"
toedscool,"Bug, Fire, Flying, Ice","Electric, Ground, Rock"
toedscruel,"Bug, Fire, Flying, Ice","Electric, Ground, Rock"
togedemaru,"Fighting, Fire, Ground","Bug, Dragon, Electric, Fairy, Flying, Grass, Ice, Normal, Poison, Psychic, Rock, Steel"
togekiss,"Electric, Ice, Poison, Rock, Steel","Bug, Dark, Dragon, Fighting, Grass, Ground"
togepi,"Poison, Steel","Bug, Dark, Dragon, Fighting"
togetic,"Electric, Ice, Poison, Rock, Steel","Bug, Dark, Dragon, Fighting, Grass, Ground"
torchic,"Ground, Rock, Water","Bug, Fairy, Fire, Grass, Ice, Steel"
torkoal,"Ground, Rock, Water","Bug, Fairy, Fire, Grass, Ice, Steel"
tornadus-incarnate-forme,"Electric, Ice, Rock","Bug, Fighting, Grass, Ground"
tornadus-therian-forme,"Electric, Ice, Rock","Bug, Fighting, Grass, Ground"
torracat,"Ground, Rock, Water","Bug, Fairy, Fire, Grass, Ice, Steel"
torterra,"Bug, Fire, Flying, Ice","Electric, Ground, Rock"
totodile,"Electric, Grass","Fire, Ice, Steel, Water"
toucannon,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
toxapex,"Electric, Ground, Psychic","Bug, Fairy, Fighting, Fire, Ice, Poison, Steel, Water"
toxel,"Ground, Psychic","Bug, Electric, Fairy, Fighting, Flying, Grass, Poison, Steel"
toxicroak,"Flying, Ground, Psychic","Bug, Dark, Fighting, Grass, Poison, Rock"
toxtricity,"Ground, Psychic","Bug, Electric, Fairy, Fighting, Flying, Grass, Poison, Steel"
tranquill,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
trapinch,"Grass, Ice, Water","Electric, Poison, Rock"
treecko,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
trevenant,"Dark, Fire, Flying, Ghost, Ice","Electric, Fighting, Grass, Ground, Normal, Water"
tropius,"Fire, Flying, Ice, Poison, Rock","Fighting, Grass, Ground, Water"
trubbish,"Ground, Psychic","Bug, Fairy, Fighting, Grass, Poison"
trumbeak,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
tsareena,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
turtonator,"Dragon, Ground, Rock","Bug, Electric, Fire, Grass, Steel"
turtwig,"Bug, Fire, Flying, Ice, Poison","Electric, Grass, Ground, Water"
tympole,"Electric, Grass","Fire, Ice, Steel, Water"
tynamo,Ground,"Electric, Flying, Steel"
type-null,Fighting,Ghost
typhlosion,"Ground, Rock, Water","Bug, Fairy, Fire, Grass, Ice, Steel"
tyranitar,"Bug, Fairy, Fighting, Grass, Ground, Steel, Water","Dark, Fire, Flying, Ghost, Normal, Poison, Psychic"
tyrantrum,"Dragon, Fairy, Fighting, Ground, Ice, Steel","Electric, Fire, Flying, Normal, Poison"
tyrogue,"Fairy, Flying, Psychic","Bug, Dark, Rock"
tyrunt,"Dragon, Fairy, Fighting, Ground, Ice, Steel","Electric, Fire, Flying, Normal, Poison"
ultra-necrozma,"Bug, Dark, Dragon, Fairy, Ghost, Ice","Electric, Fighting, Fire, Grass, Psychic, Water"
umbreon,"Bug, Fairy, Fighting","Dark, Ghost, Psychic"
unfezant,"Electric, Ice, Rock","Bug, Ghost, Grass, Ground"
unown,"Bug, Dark, Ghost","Fighting, Psychic"
ursaluna,"Fighting, Grass, Ice, Water","Electric, Ghost, Poison, Rock"
ursaring,Fighting,Ghost
urshifu-rapid-strike-style,"Electric, Fairy, Flying, Grass, Psychic","Bug, Dark, Fire, Ice, Rock, Steel, Water"
urshifu-single-strike-style,"Fairy, Fighting, Flying","Dark, Ghost, Psychic, Rock"
uxie,"Bug, Dark, Ghost","Fighting, Psychic"
vanillish,"Fighting, Fire, Rock, Steel",Ice
vanillite,"Fighting, Fire, Rock, Steel",Ice
vanilluxe,"Fighting, Fire, Rock, Steel",Ice
vaporeon,"Electric, Grass","Fire, Ice, Steel, Water"
varoom,"Fire, Ground","Bug, Dragon, Fairy, Flying, Grass, Ice, Normal, Poison, Rock, Steel"
veluza,"Bug, Dark, Electric, Ghost, Grass","Fighting, Fire, Ice, Psychic, Steel, Water"
venipede,"Fire, Flying, Psychic, Rock","Bug, Fairy, Fighting, Grass, Poison"
venomoth,"Fire, Flying, Psychic, Rock","Bug, Fairy, Fighting, Grass, Poison"
venonat,"Fire, Flying, Psychic, Rock","Bug, Fairy, Fighting, Grass, Poison"
venusaur,"Fire, Flying, Ice, Psychic","Electric, Fairy, Fighting, Grass, Water"
vespiquen,"Electric, Fire, Flying, Ice, Rock","Bug, Fighting, Grass, Ground"
vibrava,"Dragon, Fairy, Ice","Electric, Fire, Poison, Rock"
victini,"Dark, Ghost, Ground, Rock, Water","Fairy, Fighting, Fire, Grass, Ice, Psychic, Steel"
victreebel,"Fire, Flying, Ice, Psychic","Electric, Fairy, Fighting, Grass, Water"
vigoroth,Fighting,Ghost
vikavolt,"Fire, Rock","Electric, Fighting, Grass, Steel"
vileplume,"Fire, Flying, Ice, Psychic","Electric, Fairy, Fighting, Grass, Water"
virizion,"Fairy, Fire, Flying, Ice, Poison, Psychic","Dark, Electric, Grass, Ground, Rock, Water"
vivillon,"Electric, Fire, Flying, Ice, Rock","Bug, Fighting, Grass, Ground"
volbeat,"Fire, Flying, Rock","Fighting, Grass, Ground"
volcanion,"Electric, Ground, Rock","Bug, Fairy, Fire, Ice, Steel"
volcarona,"Flying, Rock, Water","Bug, Fairy, Fighting, Grass, Ice, Steel"
voltorb,Ground,"Electric, Flying, Steel"
vullaby,"Electric, Fairy, Ice, Rock","Dark, Ghost, Grass, Ground, Psychic"
vulpix,"Ground, Rock, Water","Bug, Fairy, Fire, Grass, Ice, Steel"
wailmer,"Electric, Grass","Fire, Ice, Steel, Water"
wailord,"Electric, Grass","Fire, Ice, Steel, Water"
walking-wake,"Dragon, Fairy","Fire, Steel, Water"
walrein,"Electric, Fighting, Grass, Rock","Ice, Water"
wartortle,"Electric, Grass","Fire, Ice, Steel, Water"
watchog,Fighting,Ghost
wattrel,"Ice, Rock","Bug, Fighting, Flying, Grass, Ground, Steel"
weavile,"Bug, Fairy, Fighting, Fire, Rock, Steel","Dark, Ghost, Ice, Psychic"
weedle,"Fire, Flying, Psychic, Rock","Bug, Fairy, Fighting, Grass, Poison"
weepinbell,"Fire, Flying, Ice, Psychic","Electric, Fairy, Fighting, Grass, Water"
weezing,"Ground, Psychic","Bug, Fairy, Fighting, Grass, Poison"
whimsicott,"Fire, Flying, Ice, Poison, Steel","Dark, Dragon, Electric, Fighting, Grass, Ground, Water"
whirlipede,"Fire, Flying, Psychic, Rock","Bug, Fairy, Fighting, Grass, Poison"
whiscash,Grass,"Electric, Fire, Poison, Rock, Steel"
whismur,Fighting,Ghost
white-kyurem,"Dragon, Fairy, Fighting, Rock, Steel","Electric, Grass, Water"
wigglytuff,"Poison, Steel","Bug, Dark, Dragon, Ghost"
wiglett,"Electric, Grass","Fire, Ice, Steel, Water"
wimpod,"Electric, Flying, Rock","Fighting, Ground, Ice, Steel, Water"
wingull,"Electric, Rock","Bug, Fighting, Fire, Ground, Steel, Water"
wishiwashi-school-form,"Electric, Grass","Fire, Ice, Steel, Water"
wishiwashi-solo-form,"Electric, Grass","Fire, Ice, Steel, Water"
wo-chien,"Bug, Fairy, Fighting, Fire, Flying, Ice, Poison","Dark, Electric, Ghost, Grass, Ground, Psychic, Water"
wobbuffet,"Bug, Dark, Ghost","Fighting, Psychic"
woobat,"Dark, Electric, Ghost, Ice, Rock","Fighting, Grass, Ground, Psychic"
wooloo,Fighting,Ghost
wooper,Grass,"Electric, Fire, Poison, Rock, Steel"
wormadam-plant-cloak,"Bug, Fire, Flying, Ice, Poison, Rock","Electric, Fighting, Grass, Ground, Water"
wormadam-sandy-cloak,"Fire, Flying, Ice, Water","Electric, Fighting, Ground, Poison"
wormadam-trash-cloak,Fire,"Bug, Dragon, Fairy, Grass, Ice, Normal, Poison, Psychic, Steel"
wugtrio,"Electric, Grass","Fire, Ice, Steel, Water"
wurmple,"Fire, Flying, Rock","Fighting, Grass, Ground"
wynaut,"Bug, Dark, Ghost","Fighting, Psychic"
wyrdeer,"Bug, Dark","Ghost, Psychic"
xatu,"Dark, Electric, Ghost, Ice, Rock","Fighting, Grass, Ground, Psychic"
xerneas,"Poison, Steel","Bug, Dark, Dragon, Fighting"
xurkitree,Ground,"Electric, Flying, Steel"
yamask,"Dark, Ghost","Bug, Fighting, Normal, Poison"
yamper,Ground,"Electric, Flying, Steel"
yanma,"Electric, Fire, Flying, Ice, Rock","Bug, Fighting, Grass, Ground"
yanmega,"Electric, Fire, Flying, Ice, Rock","Bug, Fighting, Grass, Ground"
yungoos,Fighting,Ghost
yveltal,"Electric, Fairy, Ice, Rock","Dark, Ghost, Grass, Ground, Psychic"
zacian-crowned-sword,"Fire, Ground","Bug, Dark, Dragon, Fairy, Flying, Grass, Ice, Normal, Poison, Psychic, Rock"
zacian-hero-of-many-battles,"Poison, Steel","Bug, Dark, Dragon, Fighting"
zamazenta-crowned-shield,"Fighting, Fire, Ground","Bug, Dark, Dragon, Grass, Ice, Normal, Poison, Rock, Steel"
zamazenta-hero-of-many-battles,"Fairy, Flying, Psychic","Bug, Dark, Rock"
zangoose,Fighting,Ghost
zapdos,"Ice, Rock","Bug, Fighting, Flying, Grass, Ground, Steel"
zarude,"Bug, Fairy, Fighting, Fire, Flying, Ice, Poison","Dark, Electric, Ghost, Grass, Ground, Psychic, Water"
zebstrika,Ground,"Electric, Flying, Steel"
zekrom,"Dragon, Fairy, Ground, Ice","Electric, Fire, Flying, Grass, Steel, Water"
zeraora,Ground,"Electric, Flying, Steel"
zigzagoon,Fighting,Ghost
zoroark,"Bug, Fairy, Fighting","Dark, Ghost, Psychic"
zorua,"Bug, Fairy, Fighting","Dark, Ghost, Psychic"
zubat,"Electric, Ice, Psychic, Rock","Bug, Fairy, Fighting, Grass, Ground, Poison"
zweilous,"Bug, Dragon, Fairy, Fighting, Ice","Dark, Electric, Fire, Ghost, Grass, Psychic, Water"
zygarde-10-forme,"Dragon, Fairy, Ice","Electric, Fire, Poison, Rock"
zygarde-50-forme,"Dragon, Fairy, Ice","Electric, Fire, Poison, Rock"
zygarde-complete-forme,"Dragon, Fairy, Ice","Electric, Fire, Poison, Rock"
